Region,Maker,Model,Model year,Supplier
ASEAN?India?Korea,Mitsubishi,Xpander (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Mitsubishi,Xpander Cross (Indonesia),2024,PT. Indonesia Thai Summit Auto
China,NETA,S Shooting Brake EV (4WD) (China),2024,"Ningde Times (Shanghai) Intelligent Technology Co., Ltd."
China,NETA,S Shooting Brake EV (RR) (China),2024,"Ningde Times (Shanghai) Intelligent Technology Co., Ltd."
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Nissan,Livina (Indonesia),2024,PT. Indonesia Thai Summit Auto
Europe,Porsche,Macan (Germany),2024,P.C.S. Machine Group Holding PCL
Europe,Renault,Scenic E-TECH (France),2024,Flex-N-Gate S.A.S.U.
Europe,Renault,Scenic E-TECH (France),2024,SNOP
Europe,Renault,Scenic E-TECH (France),2024,SNOP
Europe,Renault,Symbioz (Spain),2024,Flex-N-Gate Corporation
China,SAIC GM,Cadillac CT5 (FR) (China),2024,"Shanghai Aeroengine Manufacturing Co., Ltd."
China,SAIC GM,Buick GL8 PHEV (FF) (China),2024,"Shanghai Aeroengine Manufacturing Co., Ltd."
Europe,Skoda,Kodiaq (Czech Republic),2024,Gedia Gebrueder Dingerkus GmbH
Europe,Skoda,Kodiaq (Czech Republic),2024,KIRCHHOFF Automotive Deutschland GmbH
Europe,Skoda,Kodiaq (Czech Republic),2024,Rollax GmbH & Co. KG
Japan,Subaru,Solterra,2024,"Futaba Industrial Co., Ltd."
Japan,Subaru,Solterra,2024,"Futaba Industrial Co., Ltd."
Japan,Subaru,Solterra,2024,"Futaba Industrial Co., Ltd."
Japan,Subaru,Solterra,2024,"Futaba Industrial Co., Ltd."
ASEAN?India?Korea,Suzuki,Carry (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Suzuki,Ertiga (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Suzuki,Ertiga (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Suzuki,Ertiga (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Suzuki,Ertiga (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Tata,Ace EV (India),2024,Badve Autocomps Pvt. Ltd.
Japan,Toyota,bZ4X,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,bZ4X,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,bZ4X,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,bZ4X,2024,"Futaba Industrial Co., Ltd."
ASEAN?India?Korea,Toyota,Calya (Indonesia),2024,PT. Indonesia Thai Summit Auto
Japan,Toyota,Crown Crossover,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Crown Crossover,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Crown Crossover,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Crown Crossover,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Crown Crossover,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Crown Sport,2024,"Futaba Industrial Co., Ltd."
ASEAN?India?Korea,Toyota,Kijang Innova (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Toyota,Kijang Innova (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Toyota,Kijang Innova Zenix (Indonesia),2024,PT. Indonesia Thai Summit Auto
ASEAN?India?Korea,Toyota,Kijang Innova Zenix (Indonesia),2024,PT. Indonesia Thai Summit Auto
Japan,Toyota,Lexus RX350,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Lexus RX450h+,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Lexus RX500h,2024,"Futaba Industrial Co., Ltd."
Americas,Toyota,Sequoia (USA),2024,"Y-TEC KEYLEX Mexico, S.A. de C.V."
Japan,Toyota,Sienta,2024,"Futaba Industrial Co., Ltd."
Japan,Toyota,Sienta Hybrid,2024,"Futaba Industrial Co., Ltd."
Americas,Toyota,Tacoma (Mexico),2024,Metalsa S.A. de C.V.
Europe,Volkswagen,ID.7 (Germany),2024,Gestamp Automocion S.A.
Europe,Volkswagen,T7 California (Germany),2024,Gedia Gebrueder Dingerkus GmbH
Europe,Volkswagen,T7 California (Germany),2024,Gedia Gebrueder Dingerkus GmbH
Europe,Volkswagen,T7 California (Germany),2024,Gedia Gebrueder Dingerkus GmbH
Europe,Volkswagen,T7 California (Germany),2024,Linde + Wiemann SE & Co. KG
Europe,Volkswagen,T7 California (Germany),2024,Linde + Wiemann SE & Co. KG
