Region,Maker,Model,Model year,Supplier
ASEAN?India?Korea,Honda,Accord (Thailand),2013,"H-ONE Parts (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,Accord (Thailand),2013,"H-ONE Parts (Thailand) Co., Ltd."
ASEAN?India?Korea,Honda,Accord (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Accord (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Brio (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Brio (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Brio Amaze (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Brio Amaze (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,City (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,City (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Civic (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Civic (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,CR-V (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,CR-V (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Jazz (Thailand),2013,"Thai Marujun Co., Ltd."
ASEAN?India?Korea,Honda,Jazz (Thailand),2013,"Thai Marujun Co., Ltd."
Europe,Hyundai,i10 (Turkiye),2013,"Hwashin Co., Ltd."
Japan,Mazda,Atenza,2013,Y-TEC Corporation
Japan,Mazda,CX-5,2013,Y-TEC Corporation
ASEAN?India?Korea,Mitsubishi,Lancer (Thailand),2013,"Bangkok Eagle Wings Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Lancer EX (Thailand),2013,"Bangkok Eagle Wings Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2013,"Hiruta And Summit Co., Ltd."
Americas,Mitsubishi,Outlander Sport (USA),2013,"Heritage Products, Inc."
ASEAN?India?Korea,Mitsubishi,Pajero Sport (Thailand),2013,"Bangkok Eagle Wings Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Pajero Sport (Thailand),2013,"Hiruta And Summit Co., Ltd."
ASEAN?India?Korea,Mitsubishi,Triton (Thailand),2013,"Bangkok Eagle Wings Co., Ltd."
Japan,Suzuki,Swift,2013,"Okamoto Press Industry Co., Ltd."
Japan,Suzuki,Swift,2013,"Okamoto Press Industry Co., Ltd."
ASEAN?India?Korea,Suzuki,Swift (Thailand),2013,"Kyokuyo Industrial (Thailand) Co., Ltd."
ASEAN?India?Korea,Tata,Indica (India),2013,Automotive Stampings and Assemblies Limited. (ASAL)
ASEAN?India?Korea,Tata,Indigo (India),2013,Automotive Stampings and Assemblies Limited. (ASAL)
ASEAN?India?Korea,Tata,Indigo (India),2013,Automotive Stampings and Assemblies Limited. (ASAL)
ASEAN?India?Korea,Tata,Indigo (India),2013,Automotive Stampings and Assemblies Limited. (ASAL)
ASEAN?India?Korea,Tata,Indigo (India),2013,Automotive Stampings and Assemblies Limited. (ASAL)
Japan,Toyota,Auris,2013,"Kyoho Machine Works, Ltd."
Japan,Toyota,Auris,2013,"Toyoda Iron Works Co., Ltd."
ASEAN?India?Korea,Toyota,Hilux Vigo (Thailand),2013,"Kyokuyo Industrial (Thailand) Co., Ltd."
ASEAN?India?Korea,Toyota,Kijang Innova (Indonesia),2013,P.T. Nusa Toyotetsu Corporation
Japan,Toyota,Porte/Spade,2013,"Kyoho Machine Works, Ltd."
Japan,Toyota,Porte/Spade,2013,"Toyoda Iron Works Co., Ltd."
Europe,Alfa Romeo,MiTo (Italy),2012,Marelli Europe S.p.A. (Formerly Magneti Marelli S.p.A.)
Americas,GM,Chevrolet Impala (USA),2012,AGS Automotive Systems
Americas,Honda,Civic (USA),2012,KIRCHHOFF Automotive Canada Inc. - Aurora
Americas,Honda,Civic (USA),2012,Martinrea International Inc.
ASEAN?India?Korea,Mitsubishi,Mirage (Thailand),2012,"Bangkok Eagle Wings Co., Ltd."
Americas,Nissan,NP300 Pick up truck (Mexico),2012,Unipres Mexicana S.A. de C.V.
Americas,Nissan,Sentra (Mexico),2012,Unipres Mexicana S.A. de C.V.
Americas,Nissan,Tsuru (Mexico),2012,Unipres Mexicana S.A. de C.V.
Europe,Volkswagen,Golf (Germany),2012,Magna International Inc.
Europe,Volkswagen,up! (Slovakia),2012,Gestamp Automocion S.A.
Japan,Daihatsu,Atrai Wagon,2011,Enoki Corporation
Japan,Daihatsu,Atrai Wagon,2011,"Toyoda Iron Works Co., Ltd."
Japan,Daihatsu,Be-go,2011,Enoki Corporation
Japan,Daihatsu,Be-go,2011,"Toyoda Iron Works Co., Ltd."
